id_ff	title	ff_link	author	author_link	text
21	"Леви никогда не любил Петру
            "	https://ficbook.net/readfic/1181902	Зуки	https://ficbook.net/authors/181749	"Леви никогда не любил Петру. Он не выделял её среди других, не давал ей поблажек и не щадил. Не пытался укрыть от риска, не преуменьшал и не преувеличивал её способности в своих глазах. Несмотря на свой хрупкий и нежный вид, Петра была сильной. Сильной и телом, и духом. Леви прекрасно понимал это. На счету Петры жизни множества гигантов, а в её душе жила память о множестве погибших товарищей. С таким грузом может жить не каждый, а она могла. Могла. Такая хрупкая на вид, такая крепкая внутри. 

Леви никогда не любил Петру. Никогда не говорил ей особых слов, не давал никаких обещаний. Иногда он намеренно старался избежать разговора, чтобы уберечь от этого и её. Не нужно. Не на войне. Леви никогда не поддавался минутным желаниям обнять Петру, даже никогда не задумывался над тем, почему они возникают. Да и зачем задумываться? Лишние мысли способны испортить всё. Особенно, когда они относятся к Петре. 

Леви никогда не любил Петру. Ему просто нравилась её радостная светлая улыбка, словно луч солнца сияющая среди страха и скорби, неизменно преследующих разведотряд. Когда она смеялась, в душе Леви невольно поднималась вера в светлое будущее. Нет, он не любил Петру. Разве то, что кому-то нравятся игра света в её волосах и блеск её глаз, означает, что он влюблён? Нет, несомненно нет. 

Леви никогда не любил Петру. Просто его всегда забавляло, с каким рвением она кидалась выполнять его приказы, как выходила из себя, когда кто-то называл его бессердечным. Леви и есть бессердечный, ему нужно таким быть. От сердечности в бою толку мало. Сильнейший воин человечества — так называют иногда Леви. У сильнейшего воина не может быть слабостей. Он не может любить. Лишние чувства мешают отдавать правильные приказы. Нельзя быть сентиментальным даже немного. А краем глаза наблюдать за Петрой, гневно отчитывающей Олуо, который опять пытается копировать самого Леви, можно. Какой от этого вред? 

Леви никогда не любил Петру. Он привязался к ней не более, чем к другим своим подчинённым. Увидеть их мёртвыми было больно. Смерть верных друзей всегда доставляет боль, такова жизнь. Леви не был готов, да и разве можно быть готовым к подобному? Но гибель Петры не ранила его сильнее, чем гибель остальных. Просто он увидел её последней. Потому и только потому при виде её мёртвого тела душу капитана словно пронзили раскалённым железом. Других причин не было. 

Леви никогда не любил Петру. И тем более не собирался на ней жениться. Её отец просто неправильно понял, прочёл между строк письма дочери то, чего там не было. Возможно, ему как раз хотелось, чтобы Петра обзавелась семьёй, покинув разведотряд? Что же, этого не случится. Она уже никогда не выйдет замуж ни за Леви, ни за кого-либо другого, не улыбнётся успехам своих детей. Всегда жалко, когда обрывается жизнь молодых людей. Всегда. Всех. Петра не отличается от остальных, ошибка её отца давит на Леви лишь потому, что он ранен и на его психику негативно воздействует абсолютно всё. 

Леви никогда не любил Петру. Он убеждает себя в этом снова и снова, как заклинание повторяя слова ""не любил"". 
Нет, Леви никогда не любил Петру. 
Но почему же ему так больно? 
"
22	"В процентах 
            "	https://ficbook.net/readfic/865175	Xiuchennie	https://ficbook.net/authors/183273	"Тэен была любимой онни Бэкхена. И единственной, в общем-то, но от этого любимой не меньше. В апреле она подарила ему старую куклу барби и даже давала пользоваться своей детской косметикой «Маленькая Фея», что ему, несомненно, нравилось. Тэен, на самом деле, очень хотела младшую сестричку. 

Бэкхену восемь (полжизни уже за плечами, - тосковал он, расшатывая молочный зуб), у него есть новый блеск для губ, старая юбка сестры и море планов в кармане. Для начала – стать лицом какой-нибудь известной компании и говорить с экранов телевизоров «Это только для тебя», правда, подмигивать не очень выходит, но он тренируется. Еще он мечтает о новых туфлях, длинных локонах (как у онни) и о сережках в ушах. Мама улетела на острова с каким-то странным молоденьким парнем, и в доме сейчас только няня, которой, по сути, не наплевать лишь на любимые мексиканские сериалы и знаменитую айдол-группу.

Тэен каждую среду покупала ему шоколадное мороженое и разрешала гулять во дворе до трех часов дня, целуя в губки и шепча не скучай. Указание было легко выполнимо. Потому что сосед, первый парень на всей улице – Пак Чанель, младше Бэкки на несколько месяцев, скучать ему не давал совершенно (после  того, как сестра сыграла игрушечную свадьбу и надела каждому на большой палец кольцо из травинок). Его Бэкхен держал в розовой шкатулочке вместе с блестящей одеждой для кукол, но не будем о личном.

Чанель был пухлым мелким паразитом (в глазах старшего), любящим гусениц, мышей, муравьев, и прочую нечисть. С периодичностью до трех дней, он подсовывал Бэкхену в карман кого-то из них, слушая верещания и забрызгивая слюной сидящих рядом ребятишек. Черт, но Бэкхену все равно нравился его смех.

К десяти годам он перестал ждать принца и разлюбил шоколадное мороженое. Общество Чанеля, как-то, оставалось неизменным.

К тринадцати в мусорку полетели куклы, плюшевые игрушки и розовые платьица. Но он все так же продолжал находить у себя в карманах членистоногих и уже привычным движением руки отправлял их в полет через забор, на соседний участок. Бояться меньше он их не стал, а сдерживать рвущийся наружу крик научился.

В пятнадцать Чанель вытянулся, похудел и стал чертовски привлекательным. Теперь Бэкхена ждали незаметноинтереснооткогохаха оставленные возле дома букеты нарванных в парке (незаконно) цветов. Вместо гусеницы в джинсах обнаружился билет в кино на какой-то боевик. Бэкхен не помнит детали, но, кажется, тогда случился их первый поцелуй?

В восемнадцать он лишился девственности все с тем же Чанелем, как бы банально это не звучало, на заднем сидении машины.

Ему двадцать три, и он все еще мечтает стать лицом известного бренда. Чанель сидит на диване, перебирая его старые вещи и находя давно забытую шкатулку. Там и первый блеск для губ, и плохо пахнущие духи. Он требует поцелуи и незаметно достает из-за пазухи мертвого паука.

Снова визжа как девчонка, Бэкхен думает, что все это произошло по вине Тэен-нуны. 

Но плевать, он счастлив. "
23	"Сквозь прицел
            "	https://ficbook.net/readfic/9003345	Алекс Воронцов	https://ficbook.net/authors/565413	"Здравствуй, сестра, я, как и ты, вцепившись в жизнь, буду жить,
А тем, кто метит нам в спины, давно пора к окулистам…
Кошка Сашка (Александра Павлова), «Сестра»

Мальчик по имени Гарри не спешит соглашаться с тем, что ему говорят.
«Ты победил Тёмного Лорда», — говорят ему. Гарри только смеётся и напоминает, что в год и четыре месяца он мог быть разве что материальным компонентом в ритуале.
«Ты истинный гриффиндорец», — говорят ему. Гарри просто игнорирует «свой» факультет. За одним исключением, которое зовут Гермиона Грейнджер.
«Полёты у тебя в крови», — на это Гарри интересуется, почему бы тогда не прислушаться к его предложению надевать на уроки полётов хотя бы шлемы.

Особенно мальчик Гарри не верит бородатому доброму дедушке, занимающему слишком много должностей. Он слишком хорошо помнит, как другой добрый бородатый дедушка говорил ему правду… с определённой точки зрения. Как его чуть не заставили убить собственного отца.
И сейчас опытный, прошедший сотни битв и тысячи склок в Сенате рыцарь джедай видит, как его и его подругу толкают на какой-то непонятный путь.
Тот, кого в далёкой-далёкой галактике звали Люком Скайуокером, не спешит вступать на этот путь. Хотя бы потому, что в эксцентричном дедушке Дамблдоре слишком много от Кеноби. И — временами — от Боррска Фей’лиа. И Люк Скайуокер, которого здесь тоже считают Избранным — и зовут Гарри Поттером — не горит желанием снова подставлять шею ради чьих-то интриг.

А ещё мальчик Гарри смеётся, когда при нём упоминают местного Тёмного Лорда. «Отец раздавил бы его, как Оззеля — между делом», — думает мальчик с душой старого джедая.
Впрочем, Дамблдору до Палпатина или Фей’лиа тоже далеко. Гарри вообще полагает, что оба сильно великих мага получили свой статус только потому, что никто им не пытался обломать рога. «Долбоёбы», — констатирует Гарри. Не вслух.
Впрочем, той же характеристики Люк Скайуокер удостаивает большинство британских магов. Потому что невооружённым глазом видит их ограниченность, самовлюблённую отсталость и нежелание лишний раз шевельнуть извилиной.
Поэтому мальчик по имени Гарри ищет тех, у кого в голове не сплошная кость и кто способен думать самостоятельно. А ещё тех, кому можно верить.

И у мальчика есть подруга, сочетающая мозги и преданность. Такая же «неправильная» гриффиндорка. Гермиона Грейнджер.
Её страсть к справедливости и стремление добиться своего напоминают Люку сестру. Лею Органу-Соло, которая была даже более Скайуокер, чем сам Люк. Во всяком случае, на отца из них двоих больше была похожа именно Лея.
Вот только Хэна Соло тут, к счастью, не наблюдается. А Гермиона Грейнджер — не сестра Гарри Поттеру.
И Гарри Поттер, которого давным-давно, в далёкой-далёкой галактике звали Люк Скайуокер, не собирается отдавать Гермиону никому. Ни политикам. Ни рутине. Ни — тем более — не могущим даже понять, какое рядом сокровище, пацанам с Гриффиндора.
— Мы — две стреляющие звезды, Гермиона. И ничто нас не остановит, — говорит он подруге перед тем, как войти в зал Визенгамота, где наконец-то рассматривается дело Сириуса Блэка. Того, кого Дамблдор двенадцать лет продержал в Азкабане даже без суда.
И всё время, пока Гарри даёт свидетельские показания, он чувствует на щеке тепло губ Гермионы."
24	"Не выспались
            "	https://ficbook.net/readfic/4287449	Aisha_Rule	https://ficbook.net/authors/1223211	"      Если человек не выспался, то он может нести полнейший бред или открыть все свои тайны. Просто так. Даже не поняв, что и кому ты рассказал.
Так и случилось.

      Эта ночь была слишком коротка для Ледибаг и Кота Нуара. Слишком долго они патрулировали город, слишком долго боролись с акумой, которую нашли в переулке, слишком много им задали на завтра, слишком мало времени и слишком много «слишком».

      Разошлись герои в шесть утра. До такой степени уставшие, что сил не осталось даже на шутки и флирт. Но всё же Нуар успел выдавить из себя шутку напоследок, которую готовил с прошлого вечера. На это Леди лишь устало закатила глаза, но всё-таки улыбнулась. Этого Коту хватило и он с гордостью отправился домой.

      Домашняя работа заняла час у Адриана и полтора у Маринетт. В конечном итоге, оба проспали только по часу. То есть, вы представляете какого им было утром? Ужасно помятые, уставшие, сонные, они направились в школу. Может им стоит сократить время патруля? Почти что со школы бежать на контрольную точку и обыскивать каждый уголок Парижа до раннего утра как-то утомляет.

      Встретились они примерно в одно время у входа в школу. До занятий оставалось 14 минут, поэтому они не спеша шли по коридору.
— Доброе утро, Маринетт. — поздоровался Адриан. Надо же, у него есть силы говорить.
— Угу, доброе. — тихо, но четко ответила та. Удивительно, да?
— Тоже не выспалась?
— Ага. Вчера опять пришлось идти на патруль. Ей-Богу, скоро умру от этого.
— Зато акуму поймали, тоже ведь хорошо. Есть же польза от всего этого, хоть и тоже выматывает.
— Тоже на патруле был?
— Да. Леди даже оценила мою шутку, которую я так усердно придумывал. По-своему, но оценила. — гордо заверил парень.
— Хах, да, она была довольно забавной. Не будь я настолько уставшей, то полноценно бы засмеялась.
— Какой комплимент.
Маринетт лишь усмехнулась и после широко зевнула.
— Сколько спал после сражения?
— Где-то час, может полтора. Мне еще пришлось уроки делать, а ты?
— Час. Я тоже уроки делала, ибо вечером не успела. — они зашли в класс. — Можно я на перемене у тебя алгебру спишу?
— Если не уснешь. — хмыкнул тот.
Леди лишь ухмыльнулась и бегом направилась к парте. Это деревянная поверхность казалась ей идеальной кроватью на данный момент. Да и не ей одной.
— У нас есть 10 минут. Спокойной ночи, Моя Леди. — глянув на время, улыбнулся Адриан.
— Спокойной, Кот. — уже положив голову на парту, ответила та.
      Было довольно забавно наблюдать, как они потихоньку поднимают головы и смотрят друг на друга с огромными глазами, не говорят ни слова, откачивают Маринетт, а вместе с ней и Алью, которая слышала весь их разговор от дверей школы."
25	"fire feelings
            "	https://ficbook.net/readfic/5767867	mikasas scarf	https://ficbook.net/authors/924451	"      Тодороки никогда не верил в родственных душ. Ему было странно осознавать, что где-то находится человек, который станет ему ближе, чем кто-либо на белом свете. Тодороки никогда не верил в то, что найдёт счастье.

      Мидории кажется, что он лишен не только причуды, но и родственной души. Вечный неудачник. Мидория знал, что его соулмейт либо очень далеко от него, либо вовсе не существует.

      В свой первый день в Юэй Шото чувствует жжение в области запястья. Тодороки пытается найти этому разумное объяснение, но все, что приходит в голову — байка о соулмейтах. Тодороки думает о собственной глупости.

      А позже он замечает Мидорию. Чудака, который сломал себе все кости на вступительном экзамене, который постоянно ошивается в компании брата Ингениума и девочки с круглой стрижкой. Идиота с ослепительной улыбкой, идиота с потрясающими веснушками на лице и непослушными волосами, в которые так и хочется зарыться носом. Он чувствует, будто его запястье обжигает пламя, когда Мидория проходит мимо, улыбается и здоровается, немного заикаясь. Шото смотрит ему вслед и краснеет.

      Мидория не дурак. Он сразу догадался, что Тодороки Шото, сын одного из известных героев, — его родственная душа. Мидория потирает горящее запястье и улыбается сам себе.

      Тодороки вскоре осознает, что его чувства к Мидории даже не теплые. Они огненные. Горячие и обжигающие, заставляющие внутренности превращаться в склизкие обугленные останки, такие ужасно не нужные, но такие приятные. Больше всего на свете ему хочется, чтобы Изуку (чёрт, уже даже не Мидория, а Изуку) засыпал у него на груди, целовал его, говорил ему о том, как сильно любит, читал свои любимые заметки о героях и просто был рядом. Тодороки чувствует, что сходит с ума.

      Мидория робко надеется, что Шото сделает первый шаг, скажет о горящей метке и поцелует.

      (пожалуйста, пусть поцелует)

      Шото набирается смелости и как-то раз легонько касается ладони Деку, смотря в сторону. Мидория чувствует, что сейчас взорвется от счастья.

      (позже они целуются в пустом и темном коридоре, не подозревая, что за ними подглядывают Ийда и Урарака)

      (а на следующий день Шото спросонья мажет губами по щеке Изуку прямо в классе)

      (Мидории стыдно, но он одновременно безумно рад)"
26	"В темных коридорах Хогвартса
            "	https://ficbook.net/readfic/1048057	Валфлавер	https://ficbook.net/authors/308474	"- Поттер! - послышался холодный голос, принадлежащий темному силуэту в конце коридора. Силуэт стремительно приближался, и теперь под приглушенным светом Люмуса можно было различить разъяренное лицо Северуса Снейпа.
- Профессор, я...
- Молчите, Поттер. Я уже достаточно разочаровался в вас. В одиночку разгуливаете по школьным коридорам в такое позднее время? В своей наглости вы превзошли даже собственного отца. Пятнадцать баллов с Гриффиндора. И возвращайтесь в спальню, - бросил он на прощание. Мгновение спустя его силуэт снова растворился во тьме школьных коридоров.
Гарри обернулся назад, туда, где, вроде бы, никого не было.
- Господи, Малфой, твой декан ненавидит меня.
- Ну... он ведь думал, что ты шлялся тут в одиночку, - слизеринец сбросил с себя мантию-невидимку и вплотную подошел к Гарри.
- Слава Мерлину, что у нас есть эта мантия.
- Если бы не она, Снейп, вероятно, схватился бы за сердце, - улыбнулся Драко.
- Да... Слизеринец влюблен в Гриффиндорца...
- А Гриффиндорец в Слизеринца. Позор факультетам. Настоящий скандал...
- Мало того, оба они - парни.
- Оба - заклятые враги.
- Как же я люблю тебя, Малфой, - вдруг выдал Гарри.
- И я тебя, - тихо признался Драко.
 Он притянул гриффиндорца к себе за талию и медленно поднял взгляд, чтобы заглянуть в мерцающие в темноте изумрудно-зеленые глаза. Гарри счастливо улыбнулся и потянулся за поцелуем, жадно впиваясь в губы Малфоя.

Где-то в коридоре послышался грохот. Это Снейп, все-таки решивший разузнать, что же здесь делал Поттер, рухнул в обморок."
27	"Отныне и навеки
            "	https://ficbook.net/readfic/3926401	Nymphalidae	https://ficbook.net/authors/194364	"Стайлз придвинулся и теснее прижался к сильному и горячему телу рядом, наслаждаясь ощущением уюта.  Просыпаться  совершенно не хотелось, но солнечный свет, просочившийся сквозь шторы, бил прямо в глаза.

Это было странно. Просто потому, что окна в комнате Стайлза выходили на северную сторону. Значит, это — не его комната. И ни одно из тех мест, где он привык просыпаться.

Стайлз потер глаза, пытаясь заставить их открыться, и ощутил ободок металла на пальце. Прищурившись и посмотрев на руку, Стайлз охнул при виде белой полоски золота на безымянном пальце левой руки.

— О, Господи, — прошептал он.

Повернувшись, Стайлз посмотрел на темноволосую макушку рядом и обнаженную спину с татуировкой трискелиона.

Шлепнув Дерека по спине, чтобы разбудить, Стайлз добился лишь того, что тот недовольно замычал, поэтому пришлось стукнуть посильнее.

— Чувак, просыпайся!

Дерек повернулся, сонно моргнул, обнял Стайлза за талию и прижал к груди, буркнув:

— Еще рано, спи.

— Нет, чувак, смотри! — Стайлз заизвивался, поворачиваясь, пока не оказался лицом к лицу с Дереком, и помахал у того перед глазами рукой. — Это кольцо. Обручальное кольцо. Мы женаты!

Дерек вздохнул, перехватил руку Стайлза, прежде чем получил удар по лицу, и переплел их пальцы.

— Я знаю. Я там был. Как и твой отец, Скотт, Мелисса, Малия, Кора и все остальные. У Лидии чуть не случилась истерика, когда она подумала, что поставщик забыл о мини-гамбургерах.

— Точно, — ухмыльнулся Стайлз. — Я думал, что парень обмочится от страха. Но, Дерек, ты понимаешь, что отныне — ты мой муж? Навеки.

Дерек мягко поцеловал Стайлза в губы и положил голову ему на грудь.

— Отличный план, — пробормотал он, снова засыпая.
"
28	"Обреченный мир
            "	https://ficbook.net/readfic/641805	Goky	https://ficbook.net/authors/3416	"-Он твой сын!
-И твой внук!!
-И твой сын!
-Но твой внук!
-Эй! Я вообще-то тут стою! – возмущенно воскликнул Луффи, поправляя свою шляпу, которая съехала от сильного шторма, подбрасывающего корабль.
-Не влезать в разговор старших! – одновременно рявкнули Монки Д. Гарп и Драгон, отмахнувшись от своего младшего родственника.
Команда Мугивар взирала на все безобразие с абсолютной пофигистичностью, стараясь выполнять все указания навигатора, чтобы не затонуть. Несчастные дозорные уже вовсю молили своего вице-адмирала сжалиться и выпустить их из этого шторма, а молчаливые революционеры носились по кораблям, помогая своим, и только изредка бросали взгляды на предводителя, который сейчас вовсю спорил и не собирался отвлекаться.
Все они встретились совсем не неожиданно. Луффи уже был у самой своей цели достижения Ван Писа, Гарп хотел ему помешать (хотя в глубине души он хохотал вовсю), а Драгон решил наконец-то поучаствовать в судьбе сыночка более весомо.
-Он мой внук, как он вообще смог стать пиратом? – хватался за голову вице-адмирал.
-Я твой сын, и я революционер, - напомнил ему Драгон, ухмыляясь.
-Не лезь, ребенок! – отмахнулся от него дозорный, поворачиваясь к Луффи и пытаясь начать проповедную речь, но набежавшая волна помешала это сделать.
-Отстаньте от меня! Это моя судьба! – капитан пиратов был крайне недоволен, что его остановили уже на самом подходе к драгоценному сокровищу.
-А мы твои родственники! – в один голос возмутились Монки Д., недовольно поглядывая друг на друга.
-Один дозорный, другой революционер, - скептически прокричал Луффи. – Естественно, я понимаю, чего вы все хотите! – рассмеялся он.
-Кулак Любви? – нахмурился Гарп, заставляя вздрогнуть не только внука, но и сына.
-Луффи, - Зоро с тяжелым вздохом наклонился к капитану, - мы, конечно, все понимаем, но как скоро твои любимые родственники решат, кто из них должен пропустить тебя, а кто поддержать?
Луффи впервые задумчиво посмотрел на свою семью в полном составе.
-Монки Д. захватят мир! – хохотал Гарп.
-Мы уже это сделали, - возразил ему Драгон.
-Почти… - спустя секунду протянули они и тут же оба в упор уставились на Луффи.
-Что…? – только начал капитан, как его сразу прервали.
-Внучок…если ты провалишь последнее испытание, пощады не жди, - зарычал Гарп, поглаживая свой кулак.
-Сынок, я надеюсь, что ты выиграешь…или  умрешь, - спокойно закончил революционер, опираясь на палубу.
-Знаешь, Зоро, - тихо сообщил Луффи на ухо своему накама. – В такие моменты мне кажется, что этот мир обречен, - на такие слова мечник лишь хмыкнул, не став напоминать, что именно их капитан и был еще одним звеном в этой цепочке обреченностей мира.
-Возможно, - усмехнулся парень, оглядываясь на команду и понимая, что те подумали об этом же.
"
29	"У Реки
            "	https://ficbook.net/readfic/109890	Nadis	https://ficbook.net/authors/45428	"Он словно смотрит на картину. На картину, которая может двигаться.

Артур затаил дыхание.

Этим весенним вечером золотые лучи солнца и тонкий полог зеленого леса навевают мысли о приятной тяжести под рукой, о сладости на губах.

Мерлин стоит по пояс в воде. Кожа его кажется еще светлее на фоне темной реки, что смеется и танцует вокруг него, и он улыбается, будто понимает ее язык. Сейчас он больше напоминает лесного духа, без малейших усилий вступающего в беседы с рекой, с солнцем, с деревьями. Он зачерпывает воду ладонями и льет ее на обращенное к небу лицо, и Артур не может оторвать глаз от серебряных каскадов, сбегающих по почти прозрачным плечам и груди. Мерлин смахивает брызги с ресниц и тихо смеется, и одна хрустальная капелька задерживается у него на локте.

У Артура пересохло во рту, ему хочется поймать языком ручейки, стекающие по шее Мерлина.

У Мерлина на груди треугольник редких волос, задевающий основанием соски и указывающий вниз. Взгляд Артура прослеживает его до пупка, где тонкая дорожка волос скрывается под водой.

Артур дышит так, словно долго бежал. Штаны его становятся чересчур малы, а пальцы впиваются в кору дуба, пока он старается не думать, каково это — провести ладонями по плечам Мерлина, по его бокам, бедрам. Когда тот выходит из воды, солнечные зайчики пляшут у него на волосах и лице, и Артур прикрывает глаза и кусает губы, пока не чувствует на языке кровь.

Он все еще видит на внутренней стороне век обнаженное тело Мерлина, его светлую, без единого изъяна кожу, темные волосы, которые становятся гуще и жестче в паху.

Иногда реальность его пугает. Во сне все гораздо проще. Во сне он может развернуться и уйти; сейчас же он не в силах сдвинуться с места, сгорая от стыда.

Он открывает глаза и видит перед собой Мерлина, от взгляда которого ничего не укрывается. Ни румянец у Артура на скулах, ни ставшие слишком тесными штаны, ни пальцы, впивающиеся в дерево. Мерлин просто стоит перед ним с тенью улыбки на полных губах, и в его глазах нет упрека. Лесной дух исчез, и он снова стал человеком, юношей на пороге возмужания.

— Артур?

Тот не отвечает, лишь протягивает руку, чтобы дотронуться до темных волос у Мерлина на груди, шелковистых и влажных. Глаза у Мерлина расширяются, и он с шумом втягивает в себя воздух. Когда Артур касается напрягшегося соска, Мерлин со всхлипом закусывает нижнюю губу, а потом прижимается к губам Артура своими, прохладными и мягкими. Артур берет его лицо в ладони.

Приятная тяжесть под рукой, сладость на губах. Если этот лес зачарован, то Артур не хочет, чтобы чары снимали, не хочет, чтобы наложившего их волшебника нашли."
30	"Дракон
            "	https://ficbook.net/readfic/4817957	лунный мечтатель полтергейста	https://ficbook.net/authors/125758	"Дракон был огромным. Чёрный с густой гривой, гладкой чешуёй, длинный, словно змея. С чёрными мудрыми глазами.

Вряд ли кто-то знал, что в Лесу Смерти живёт живой дракон. 

Он любил данго. Был до одури горячим. И почему-то не сожрал Узумаки при первой встрече. 

О том, что шестилетняя джинчурики забыла на сорок четвёртом полигоне, вопрос отдельный.

Ещё умел говорить. Делать это он, конечно, не любил, но факта это не отменяет.  

А звали его Мадара.

Да, тот самый, который Учиха, и который стоял у истоков Конохи. 

И на вопрос: ""Ух, ты! А как?"". Он обычно матерился и склонял на все рода Шинигами, Рикудо и Хашираму, их личные отношения, и в каких позах они их строят.

Ах, да! Раз в месяц он превращался в человека.

И он, собственно, был единственным, кто взял на себя обязанности по воспитанию Наруто. 

И, наверное, поэтому нет ничего удивительного, что выросла Узумаки несколько не такой, какой ожидали её увидеть Старейшины и Хокаге.

Поэтому, Мизуки был забит до полусмерти свитком с секретными техниками, Хатаке получил по яйцам в первые мгновения своего испытания, а Тадзуна сознался об обмане, не выходя из кабинета Сарутоби.

А Орочимару на экзамене чуть было не съел Мадара. Зря Саннин положил глаз на ученицу Демона Учиха. 

Впрочем, Саске тогда тоже получил пенделя. За то, что позволил поставить на себя джуин. 

А ещё Мадара потрясающе целовался. Но об этом она узнает только после того, как в Коноху заявится Пейн... "
31	"Неудачливый
            "	https://ficbook.net/readfic/1679781	Ш.П.И.К.	https://ficbook.net/authors/606702	"Открываю глаза, пытаюсь понять – где я? Так, что я вижу? Здоровое тёмное помещение, частично заполненное водой. Ну, этом мне ничего не даёт, но что-то напоминает… так а это ещё что? Перед собой замечаю огромного лиса с девятью хвостами… мама, роди меня обратно!
 Так спокойно, видимо меня угораздило попасть в Наруто (причём похоже не только в мир, но и в персонажа), только вот что-то не так… А точно! Лис почему-то кажется одного со мной роста. Либо Наруто гигант, либо один мангака чего-то не то написал в своём произведении. 
 Ой! Кажется, лис меня заметил, вон как оскалился, да теперь ещё и разбежался. Всё – сердце в пятках, нет, я не могу этого видеть – закрываю глаза. Раздался звяк, я почувствовал прикосновение и… и ничего! 
 А вспомнил, здесь же должна быть решётка, фух, значит я ещё поживу! Открываю глаза и вижу забавную картину, обиженный лис.
- Эх, когда же ты уже развалишься, дрянная решётка! – “Ух, ты! ОН ещё и говорящий!” с грустью говорит Кьюби и бьёт своей лапой по мне…
 Ха! В Наруто попал! Как же, я долбанная решётка! Все попаданцы как попаданцы, а я даже не просто не человек, я, мать вашу, среднего пола! Ну ничего, я ещё отыграюсь, не знаю как, но отыграюсь! 
 Спустя тринадцать лет наконец появилось это! Я надеялся, что Кишимото приврёт, и в реальности такого и быть не может, но нет, в зал с лисом и попаданцем в продукцию АМГ6 (то бишь мной) зашло ОНО, рыжее нечто! Из-за глубокого шока я прослушал, о чём говорили два моих высокоинтеллектуальных соседа, и пришёл в себя только когда в момент когда чакра хвостатого узника стала впитываться в его тюремщика, видимо сейчас экзамен на чунина. А если конкретней, то бой Узумаки против Хьюга. О, неожиданный эффект, оказывается когда часть чакры лиса прошла наружу, то и часть моего сознания тоже, ну чтож, “будем посмотреть” жаль попкорна нет.
 Спустя ещё пять лет, Наруто находится на острове-черепахе, а конкретно сейчас идёт освобождать Кьюби и забрать его силушку. Наконец-то, час моей мести близок.
 - Ну давай, тюремщик, сорви печать и склонись перед сильнейшим из хвостатых – ревёт во всё горло лис. Вот пафосогенератор…
 - Не дождёшься девятихвостый, я одолею тебя ради моих друзей, ведь таков мой путь ниндзя! – ну заводной апельсин не меняется с возрастом, эх, как же хочется сделать движение рукалицо… 
 И вот, момент истины, печать снята, решётка начинает открываться и заедает приоткрывшись всего на десяток сантиметров. Ошеломление на лицах обоих собеседников пролило мне бальзам на душу! Да, я сделал это! Я сломал канон!
 О! Как эти двое пыхтят пытаясь открыть “заклинившую” решётку, причём пытаются уже часа четыре (по времени внутреннего мира Наруто). Сначала в ход шли техники, потом особенности организма (лапы, клыки и когти) с одной стороны и клоны с другой, да они уже и поладить успели! (угу, общая филейная часть тела очень сближает!). О да, Курама (да, да он уже назвал своё имя Наруто, вот что решётка животворящая делает!) решил просунуть свои хвосты в щель и открыть ими, ну что ж “осторожно, двери закрываются” (хе хе хе.). 
 Но джинчурики со своим биджу всё же одолели такого эпического врага как решётка (не без помощи Хачиби, Би и появившейся остаточной чакры Кушины.) и даже стали друзьями после этого (моральный facepalm) и сумели одолеть Мадару ещё на стадии его оживления. Ну а у бедного попаданца появился новый, невероятно жестокий и коварный враг и имя ему – ржавчина. 
"
32	"Хитрый Куроко
            "	https://ficbook.net/readfic/1693568	greenyxli	https://ficbook.net/authors/85441	"Поколение Чудес ехало с очередного матча победителями. Уставшие, вымотавшиеся, довольные игрой. Минивэн, похожий на те, в которых ездят корейские поп-звезды, не спеша ехал домой, в Токио.  

Было тихо. Только Мидорима изредка хрустел чипсами, слушая приятный голос девушки, вещавшей, что талисман следующего дня у раков это зеленый рояль.  Момои сопела, сидя на переднем сидении, рядом с водителем.  Аомине сидел, уставившись в окно. Мурасакибара спал с конфетой во рту.
Акаши всегда занимал три задних сидения, а рядом с ним садился тот, кто не успел занять отдельное место. Сейчас император рассматривал Куроко, отмечая, что сегодня в игре он выложился на полную. Он любил такие моменты, когда Тетсуя засыпал в машине, а засыпал он почти всегда – с выездных матчей они возвращались поздно.  

Невидимый Куроко спал, уткнувшись головой в сидение перед ним, свернувшись калачиком, сопел. Не всегда это было удобно – не все дороги так хороши, как хотелось бы – когда машина резко тормозила, инерция бессовестно отталкивала Фантома от сидения и он бился головой о свой подголовник. Но он только недовольно сопел и спал дальше.
В этот раз дорога была просто ужасна и Акаши даже не мог представить, как устал Куроко, если даже не просыпается от таких толчков и качаний. Вот транспорт в очередной раз дернуло и Куроко ударился головой. Он зевнул, посопел, как еж, и снова оперся головой о сидение Дайки. 

«К Свету тянется»,- промелькнуло в голове у Императора. И вдруг его залило волной ревности. Ведь это он открыл талант в Тетсуе, ведь это он заботится о нем, ведь это он любит его, черт подери.  Ведь это он смог признаться себе, что любит Тетсую, а не как Аомине, который все ходит вокруг да около, разрываясь между подозрительного содержания журнальчиками и мальчиком-фантомом. 

Он еще раз глянул на Куроко, а потом аккуратно переложил парня к себе на плечо. Тот зевнул, но не заметил. Зато начал улыбаться во сне.  Взгляд Акаши потеплел, а внутри него что-то довольно заурчало.

Момои смотрела в зеркало заднего вида на эту картину и хмурилась, но, увидев Куроко, заулыбалась.

Хитрый Куроко не спал."
